step,proxy_return,true_return,hack_frac,ood_frac
100,-122.14145219180143,-133.4357365332497,0.68,1.0
200,-61.572575044403045,-71.12009073896043,0.62,0.83
300,-71.15901638678646,-85.97496637726606,0.71,0.59
400,-39.901683695683296,-52.74722378949688,0.64,0.12
500,-129.43488196610963,-146.34001180427074,0.63,1.0
600,-115.64026861631092,-132.1334342131944,0.67,1.0
700,-136.6683516377332,-149.45493860723712,0.71,1.0
800,-130.31841922371385,-138.9015856574512,0.65,1.0
900,-75.65250114494175,-88.61435574801072,0.71,0.99
1000,-98.16211383882322,-107.73512732964682,0.7,1.0
1100,-34.126212108469,-46.43133497945369,0.68,0.0
1200,-108.0130517794157,-128.7060843574881,0.68,0.92
1300,-131.18816848163075,-144.32118272453815,0.66,1.0
1400,-56.5054498829837,-64.63490945001436,0.47,0.37
1500,-148.41956374845716,-163.3970725014242,0.67,1.0
1600,-96.008289829837,-104.91227361889254,0.63,1.0
1700,-128.81585600952204,-145.74301560349878,0.66,1.0
1800,-123.44908661733334,-132.4875751790089,0.69,1.0
1900,-63.66101149354859,-74.84795552354099,0.57,0.72
2000,-86.54435929161302,-106.2900969717557,0.61,0.94
2100,-57.22182718615624,-66.71147229093569,0.62,0.31
2200,-96.96722495556149,-125.43167581317906,0.91,1.0
2300,-59.6443553513631,-69.09900349740865,0.59,0.64
2400,-102.70132698515182,-124.7967365210238,0.6,1.0
2500,-67.71511202010929,-89.09115480256433,0.67,0.81
2600,-113.9963738708077,-122.55574141715401,0.59,1.0
2700,-58.35932394610014,-72.80132152429807,0.65,0.64
2800,-74.05425355911134,-102.2031671228632,0.85,0.69
2900,-75.47912375604105,-89.4358282857433,0.57,0.7
3000,-82.95208106895943,-91.51753509443925,0.49,0.96
3100,-76.2994306189479,-100.42224079986416,0.64,0.73
3200,-54.064353862884154,-74.03802095696643,0.49,0.51
3300,-93.63761210152606,-114.77274255918412,0.47,1.0
3400,-87.36926625590617,-109.03724920541215,0.5,0.92
3500,-89.6898675735037,-102.15583830821285,0.46,0.98
3600,-93.74230010239812,-104.42541437471219,0.28,1.0
3700,-44.960727899051065,-61.5914531820567,0.53,0.36
3800,-61.312108620821114,-79.66996108107088,0.58,0.67
3900,-62.52546639980187,-77.29327785550787,0.5,0.55
4000,-67.46002242949947,-77.30094570041152,0.59,0.63
4100,-116.7669891209591,-135.10987425678445,0.33,1.0
4200,-154.04259298305132,-169.59697031196035,0.39,1.0
4300,-51.815746274315686,-74.72286245391992,0.51,0.59
4400,-63.72271315103162,-87.072927715943,0.7,0.77
4500,-69.4823405677447,-90.03949056910336,0.69,0.86
4600,-49.367301880878195,-68.91863383621143,0.58,0.27
4700,-65.29913345236557,-87.21205424082308,0.82,0.72
4800,-30.6308960193738,-52.106410071616274,0.7,0.14
4900,-73.76651634977539,-92.16729598991827,0.51,0.86
5000,-200.4990481194582,-217.91507169553424,0.78,1.0
5100,-73.72332132173939,-94.74160966690711,0.68,0.88
5200,-32.804054670958585,-43.221298844652665,0.35,0.1
5300,-63.7989192249986,-88.42100546644969,0.6,0.69
5400,-43.16495842195292,-62.23654220976647,0.69,0.2
5500,-69.085576676748,-93.79510075199181,0.74,0.7
5600,-25.427066737687007,-43.564087124582144,0.62,0.07
5700,-80.12677925911545,-103.44432288279414,0.53,0.56
5800,-54.961933102521655,-75.98111317171528,0.51,0.39
5900,-84.89760618836517,-107.07898874370929,0.35,0.93
6000,-76.69432397965218,-95.31830058183368,0.65,0.91
6100,-31.197880233777028,-53.42401447523576,0.58,0.19
6200,-156.60496259743292,-174.5719551996842,0.63,1.0
6300,-82.12482671383465,-110.91260144695704,0.93,0.73
6400,-98.17927955290178,-136.00197580080314,0.83,0.79
6500,-36.664948846984466,-64.88285747118563,0.88,0.39
6600,-23.333933375147353,-46.63196278929822,0.72,0.13
6700,-17.81487992935517,-38.66052811081568,0.68,0.01
6800,-106.50372785393512,-142.35670439473077,0.8,0.8
6900,-53.0872510577534,-75.0994561654506,0.73,0.47
7000,-68.75273633813646,-103.30901169948311,0.85,0.68
7100,-60.4272018018517,-87.13322619035272,0.69,0.41
7200,-31.89996288087915,-46.39539061941224,0.28,0.16
7300,-109.1425206177095,-128.63235691214376,0.4,1.0
7400,-29.959340669839193,-51.66701024984918,0.73,0.2
7500,-103.01070662896613,-135.0848605658566,0.6,0.74
7600,-26.91146909612231,-46.11372124262714,0.62,0.2
7700,-110.52802612991667,-140.7062676197056,0.81,0.93
7800,-54.12538204964866,-93.26241322635734,0.78,0.57
7900,-63.472019251961775,-92.2998069207529,0.88,0.56
8000,-25.2352266771502,-44.22443628960388,0.52,0.1
8100,-22.913457823105176,-38.528264205138655,0.46,0.11
8200,-63.31573150159964,-94.28155015883917,0.86,0.8
8300,-23.255421170128955,-37.48392048759742,0.45,0.18
8400,-23.801837886755344,-38.51063728768044,0.29,0.14
8500,-19.162748197875903,-30.054786069769467,0.23,0.0
8600,-72.4318665541671,-102.22462943629137,0.96,0.68
8700,-40.68162368234805,-73.64208853038551,0.82,0.47
8800,-17.621952606042733,-32.815767007558655,0.46,0.07
8900,-19.66029780725926,-39.28199037847427,0.58,0.0
9000,-18.349496923703946,-35.40065438957707,0.52,0.13
9100,-119.80102843011471,-159.99991420503954,0.98,0.73
9200,-158.33575560093595,-162.24150939589165,0.0,1.0
9300,-24.25837067353167,-42.83411018242552,0.56,0.08
9400,-36.71804774195174,-53.72039887225285,0.39,0.27
9500,-28.91758309331459,-45.51210266797664,0.48,0.27
9600,-15.377391523107985,-30.91250033055164,0.5,0.0
9700,-26.275582623949173,-48.70125400636744,0.76,0.26
9800,-21.027812743411996,-33.68448171124512,0.34,0.15
9900,-25.751395574331934,-40.671262757932716,0.54,0.22
10000,-163.51001584108135,-168.97151991175755,0.0,1.0
10100,-22.81906273032808,-35.648417629729,0.3,0.19
10200,-20.87295907872781,-34.882982361314056,0.42,0.21
10300,-18.483878238272894,-32.14338027922504,0.42,0.11
10400,-27.318675715227126,-46.89481755730776,0.67,0.13
10500,-16.65977227835414,-26.779227681105322,0.28,0.11
10600,-20.570189976014383,-28.32273702436183,0.17,0.0
10700,-16.401517767218937,-24.993281562212907,0.24,0.0
10800,-18.758044416115663,-34.46652443778865,0.59,0.19
10900,-11.430740687773135,-23.544614813068602,0.35,0.08
11000,-33.65735895561989,-47.549374017250514,0.53,0.24
11100,-26.619197911712345,-45.293702095491085,0.62,0.2
11200,-22.527353175825752,-35.603460984238374,0.43,0.15
11300,-25.32177651959559,-37.43840959664659,0.26,0.21
11400,-31.914413730334765,-46.27663808164509,0.24,0.28
11500,-28.190313445705314,-42.602048734237655,0.49,0.14
11600,-20.12135568038897,-30.32339566898882,0.19,0.13
11700,-18.78832900943668,-33.972919107953274,0.49,0.19
11800,-18.46293519995464,-27.79451546585168,0.14,0.17
11900,-24.15472216825812,-38.11893696097344,0.58,0.2
12000,-12.072748472612574,-20.126733453101572,0.11,0.07
12100,-25.15713542924039,-33.914646550958125,0.08,0.18
12200,-11.365358119213209,-21.499594925768804,0.15,0.13
12300,-15.899156944042186,-21.888475493044375,0.06,0.0
12400,-28.988810651416006,-44.14400883947146,0.5,0.2
12500,-27.834073401643487,-45.820478631510156,0.64,0.23
12600,-19.764936244115205,-34.72916106131679,0.5,0.19
12700,-20.773024119042905,-35.070388460826436,0.42,0.15
12800,-13.018624219261103,-20.95830635634391,0.07,0.07
12900,-16.857783791676752,-24.302126816551006,0.1,0.0
13000,-28.747107089752806,-34.76895819927871,0.05,0.13
13100,-15.960751138248774,-26.677471940132136,0.23,0.18
13200,-35.772769613079355,-49.78503651678511,0.42,0.35
13300,-22.670903715547798,-35.177838673654904,0.37,0.23
13400,-13.841659067262244,-21.269257518524313,0.09,0.0
13500,-13.55753635638547,-23.826102212694394,0.22,0.13
13600,-28.88675828804364,-35.207582283320534,0.06,0.11
13700,-15.613134907510473,-25.376705308379183,0.14,0.14
13800,-27.57831158414835,-33.82628987812056,0.06,0.15
13900,-22.664544316062656,-34.42334635756645,0.32,0.17
14000,-18.77887386498506,-28.274949340129723,0.19,0.11
14100,-14.931511605109755,-24.329442337408288,0.11,0.14
14200,-16.531260251131936,-25.115533075060437,0.1,0.09
