step,proxy_return,true_return,hack_frac,ood_frac
100,-126.41918569803238,-133.86655024228924,0.62,1.0
200,-47.95505926012993,-78.64510976981308,0.64,0.44
300,-71.09943735599518,-90.901837269563,0.7,1.0
400,-122.67269825935364,-133.56776769204993,0.68,1.0
500,-87.20215976238251,-103.0895623582837,0.69,0.86
600,-45.84538611769676,-73.25417854562659,0.62,0.46
700,-171.26433223485947,-183.59177271811336,0.62,1.0
800,-133.69369012117386,-140.44573715004262,0.66,1.0
900,-136.3338166475296,-133.31447916091264,0.68,1.0
1000,-81.81168568134308,-103.65167967564744,0.69,1.0
1100,-212.14288425445557,-204.6414489506343,0.6,1.0
1200,-167.82452654838562,-153.09039753087322,0.56,1.0
1300,-153.66747575998306,-156.06793705836375,0.63,1.0
1400,-160.30239856243134,-164.20689986759413,0.65,1.0
1500,-122.85328549146652,-136.4978944059098,0.66,1.0
1600,-53.94581696391106,-75.45836401002317,0.61,0.51
1700,-182.74261856079102,-198.3347640284153,0.73,1.0
1800,-124.50617751479149,-144.57896579927024,0.68,1.0
1900,-170.7829195857048,-181.2980678037665,0.6,1.0
2000,-161.65015947818756,-169.21377123787312,0.7,1.0
2100,-86.64883559942245,-108.47337122667365,0.68,0.76
2200,-142.91030484437943,-161.6540859528534,0.77,1.0
2300,-107.23549771308899,-132.8450419499171,0.7,1.0
2400,-143.0355096757412,-159.85944953719843,0.7,1.0
2500,-135.04377180337906,-161.6338747693821,0.7,1.0
2600,-80.97267672419548,-111.31972942963152,0.58,0.9
2700,-119.99246326088905,-136.59215836952836,0.74,0.8
2800,-194.59224808216095,-186.53723211346326,0.61,1.0
2900,-184.71947246789932,-193.07435726214285,0.57,1.0
3000,-177.2846039533615,-187.75097309877975,0.72,1.0
3100,-205.21198105812073,-200.74991346520054,0.73,1.0
3200,-200.47422832250595,-196.9539627646103,0.74,1.0
3300,-169.9241492152214,-164.82152741470836,0.51,1.0
3400,-196.25066196918488,-209.27349482696334,0.87,1.0
3500,-158.5444092154503,-175.89663112483265,0.69,1.0
3600,-93.00992804765701,-121.3981604646834,0.34,0.75
3700,-75.35309384763241,-104.80502252607413,0.43,0.75
3800,-220.49290841817856,-222.2282885759452,0.74,1.0
3900,-117.70139464735985,-132.60937036604955,0.59,1.0
4000,-198.8938519358635,-204.08068652661004,0.78,1.0
4100,-12.020157369668595,-42.65238269255368,0.09,0.09
4200,-43.91347987949848,-62.9088195177017,0.37,0.52
4300,-213.1019179224968,-216.52432487646772,0.79,1.0
4400,-62.43402552604675,-84.13780234932109,0.36,0.56
4500,-74.5835647881031,-89.5099061478707,0.6,1.0
